alcohol,density,chlorides,total sulfur dioxide,volatile acidity,residual sugar,quality,tipo_calidad
11.8,0.9913,0.04,115.0,0.33,2.6,7,Buena
12.1,0.9909,0.033,158.0,0.26,2.1,7,Buena
12.0,0.9939,0.035,122.0,0.36,7.6,5,Mediana
12.1,0.991,0.026,189.0,0.2,1.6,7,Buena
9.3,0.9943,0.054,117.0,0.33,1.6,5,Mediana
10.4,0.993,0.056,153.0,0.22,1.4,6,Mediana
9.1,1.0002,0.062,187.0,0.35,17.95,5,Mediana
9.4,0.9946,0.064,120.0,0.37,2.0,5,Mediana
9.6,0.9953,0.061,149.0,0.37,6.3,6,Mediana
12.0,0.9918,0.037,126.0,0.37,1.4,5,Mediana
9.9,0.9956,0.04,162.0,0.26,7.1,6,Mediana
9.3,0.9966,0.049,191.0,0.3,10.2,6,Mediana
9.9,0.9956,0.04,162.0,0.26,7.1,6,Mediana
9.3,0.9966,0.049,191.0,0.3,10.2,6,Mediana
9.4,0.9974,0.065,119.0,0.33,12.4,5,Mediana
9.4,0.9944,0.046,116.0,0.38,3.4,5,Mediana
9.4,0.9974,0.065,119.0,0.33,12.4,5,Mediana
9.9,0.9928,0.049,184.0,0.36,1.5,6,Mediana
9.4,0.9944,0.046,116.0,0.38,3.4,5,Mediana
12.6,0.9908,0.042,72.0,0.46,4.8,6,Mediana
11.1,0.9917,0.038,110.0,0.15,1.2,6,Mediana
12.8,0.9911,0.03,100.0,0.42,4.1,7,Buena
12.0,0.9912,0.038,164.0,0.3,2.8,6,Mediana
12.0,0.9953,0.029,131.0,0.27,13.9,7,Buena
12.3,0.9896,0.032,96.0,0.26,1.0,6,Mediana
13.0,0.9889,0.032,131.0,0.33,1.2,6,Mediana
12.0,0.9912,0.038,164.0,0.3,2.8,6,Mediana
10.9,0.9926,0.035,110.0,0.29,1.7,5,Mediana
12.8,0.9911,0.03,100.0,0.42,4.1,7,Buena
10.0,0.9964,0.054,231.0,0.19,6.3,6,Mediana
9.0,0.9974,0.033,165.0,0.32,11.5,5,Mediana
10.4,0.9944,0.034,84.0,0.32,1.5,5,Mediana
9.0,0.9974,0.033,165.0,0.32,11.5,5,Mediana
10.0,0.9964,0.054,231.0,0.19,6.3,6,Mediana
10.0,0.9963,0.051,240.0,0.17,6.3,6,Mediana
11.3,0.9948,0.031,167.0,0.44,11.2,7,Buena
11.3,0.9948,0.031,167.0,0.44,11.2,7,Buena
11.3,0.9948,0.031,167.0,0.44,11.2,7,Buena
11.0,0.992,0.037,102.0,0.24,2.2,7,Buena
9.3,0.9984,0.052,247.0,0.34,11.0,6,Mediana
10.5,0.9926,0.054,164.0,0.18,1.0,5,Mediana
11.0,0.992,0.037,102.0,0.24,2.2,7,Buena
12.3,0.991,0.029,94.0,0.34,4.7,6,Mediana
9.0,0.998,0.049,157.0,0.44,11.5,5,Mediana
9.0,0.998,0.049,157.0,0.44,11.5,5,Mediana
11.4,0.992,0.042,189.0,0.24,1.7,6,Mediana
11.0,0.9925,0.046,181.0,0.25,1.6,7,Buena
12.3,0.991,0.029,94.0,0.34,4.7,6,Mediana
10.3,0.9955,0.058,107.0,0.27,2.4,5,Mediana
10.5,0.9944,0.048,172.0,0.24,6.4,7,Buena
10.5,0.9946,0.046,161.0,0.18,4.7,6,Mediana
10.0,0.997,0.054,186.0,0.2,10.2,6,Mediana
9.5,0.9958,0.049,202.0,0.28,7.8,5,Mediana
10.5,0.994,0.042,122.0,0.25,2.4,6,Mediana
9.8,0.9984,0.05,199.0,0.27,13.9,6,Mediana
11.6,0.9948,0.031,137.0,0.37,13.8,6,Mediana
11.8,0.9932,0.031,144.0,0.21,7.3,7,Buena
10.1,0.9952,0.035,140.0,0.18,8.5,7,Buena
10.3,0.9924,0.049,163.0,0.19,1.8,6,Mediana
10.4,0.9945,0.048,168.0,0.21,5.1,6,Mediana
8.9,0.9976,0.047,166.0,0.33,16.05,5,Mediana
8.9,0.9976,0.047,166.0,0.33,16.05,5,Mediana
10.8,0.9938,0.034,154.0,0.29,7.35,5,Mediana
9.2,0.9997,0.058,165.0,0.31,16.05,5,Mediana
9.6,0.994,0.053,140.0,0.19,2.0,6,Mediana
10.4,0.9921,0.032,78.0,0.2,1.2,6,Mediana
8.7,0.9986,0.043,248.0,0.25,14.0,6,Mediana
9.2,0.9991,0.045,213.0,0.3,14.3,5,Mediana
9.2,0.9991,0.045,213.0,0.3,14.3,5,Mediana
9.2,0.9991,0.045,213.0,0.3,14.3,5,Mediana
10.2,0.9948,0.029,124.0,0.22,7.9,5,Mediana
9.7,0.9988,0.05,178.0,0.24,13.6,5,Mediana
9.6,1.0,0.049,185.0,0.24,17.85,5,Mediana
10.0,0.9932,0.036,112.0,0.15,1.3,5,Mediana
9.2,0.9991,0.045,213.0,0.3,14.3,5,Mediana
9.1,0.9989,0.045,197.0,0.33,13.7,5,Mediana
8.7,1.0,0.046,142.0,0.24,18.3,5,Mediana
8.7,1.0,0.046,142.0,0.24,18.3,5,Mediana
9.5,0.9952,0.056,161.0,0.35,6.5,5,Mediana
9.5,0.9969,0.039,212.0,0.26,10.3,6,Mediana
9.9,0.9976,0.053,89.0,0.31,8.6,6,Mediana
12.6,0.99,0.03,104.0,0.44,1.9,7,Buena
10.4,0.9942,0.039,118.0,0.21,7.9,5,Mediana
9.1,0.9984,0.04,183.0,0.23,10.7,6,Mediana
10.4,0.9932,0.04,106.0,0.34,1.2,5,Mediana
9.5,0.9969,0.039,212.0,0.26,10.3,6,Mediana
10.6,0.9933,0.037,120.0,0.28,1.9,5,Mediana
12.0,0.9916,0.029,158.0,0.37,2.7,7,Buena
12.5,0.9914,0.038,98.0,0.36,5.7,7,Buena
9.6,0.9966,0.062,126.0,0.13,9.3,5,Mediana
9.2,0.9958,0.045,180.0,0.25,8.1,5,Mediana
9.9,0.9926,0.041,71.0,0.18,1.3,6,Mediana
11.7,0.9939,0.036,112.0,0.3,8.5,6,Mediana
9.6,0.9953,0.049,153.0,0.23,2.1,6,Mediana
12.0,0.9906,0.033,135.0,0.43,3.5,6,Mediana
12.5,0.9914,0.038,98.0,0.36,5.7,7,Buena
9.2,0.9958,0.045,180.0,0.25,8.1,5,Mediana
9.9,0.9926,0.041,71.0,0.18,1.3,6,Mediana
8.9,0.9991,0.044,177.0,0.35,14.4,6,Mediana
9.0,0.9994,0.049,189.0,0.22,13.7,6,Mediana
10.2,0.9976,0.052,158.0,0.26,11.1,7,Buena
9.6,0.9966,0.062,126.0,0.13,9.3,5,Mediana
9.4,0.9953,0.055,127.0,0.12,4.9,5,Mediana
10.4,0.9923,0.028,59.0,0.37,1.7,5,Mediana
10.4,0.993,0.032,106.0,0.26,1.6,4,Baja
10.5,0.9926,0.052,169.0,0.25,1.6,5,Mediana
11.4,0.9938,0.047,193.0,0.27,6.8,6,Mediana
10.2,0.9966,0.036,172.0,0.34,9.7,5,Mediana
10.3,0.9924,0.04,87.0,0.28,1.6,6,Mediana
10.2,0.9966,0.036,172.0,0.34,9.7,5,Mediana
9.9,0.9928,0.031,84.0,0.16,1.2,5,Mediana
9.0,0.9959,0.052,143.0,0.31,7.6,5,Mediana
9.0,0.9959,0.052,143.0,0.31,7.6,5,Mediana
9.5,0.9968,0.041,195.0,0.25,11.6,5,Mediana
9.0,0.9932,0.051,197.0,0.45,1.1,5,Mediana
10.0,0.9954,0.049,152.0,0.26,7.8,6,Mediana
9.0,0.9932,0.051,197.0,0.45,1.1,5,Mediana
10.2,0.9939,0.046,135.0,0.19,1.4,7,Buena
9.6,0.9952,0.054,160.0,0.31,6.7,5,Mediana
9.7,0.9996,0.036,219.0,0.25,17.2,5,Mediana
13.0,0.9925,0.028,142.0,0.31,8.2,7,Buena
10.8,0.996,0.044,172.0,0.24,4.3,6,Mediana
9.7,0.9996,0.036,219.0,0.25,17.2,5,Mediana
9.0,0.9973,0.063,169.0,0.29,11.1,5,Mediana
9.9,0.9937,0.027,63.0,0.15,1.1,5,Mediana
9.2,0.9966,0.058,89.0,0.12,7.2,6,Mediana
8.7,1.0017,0.056,238.0,0.32,16.6,6,Mediana
9.9,0.9958,0.041,99.0,0.21,1.4,5,Mediana
8.7,1.0017,0.056,238.0,0.32,16.6,6,Mediana
9.0,0.9958,0.046,173.0,0.31,6.9,5,Mediana
10.5,0.9941,0.047,114.0,0.21,8.1,6,Mediana
9.5,0.997,0.044,186.0,0.23,9.2,7,Buena
10.1,0.9934,0.047,142.0,0.2,1.4,6,Mediana
9.5,0.9959,0.048,197.0,0.27,7.8,6,Mediana
9.1,0.9966,0.048,143.0,0.2,6.3,6,Mediana
10.5,0.9932,0.044,103.0,0.33,1.2,6,Mediana
9.0,0.9984,0.042,184.0,0.38,12.8,6,Mediana
10.1,0.9937,0.047,151.0,0.16,1.9,6,Mediana
10.0,0.9954,0.043,176.0,0.22,7.7,5,Mediana
9.5,0.997,0.043,201.0,0.22,10.4,6,Mediana
12.3,0.9912,0.034,102.0,0.33,3.3,7,Buena
9.1,0.9939,0.054,110.0,0.43,1.1,4,Baja
9.6,0.9957,0.057,103.0,0.12,6.3,5,Mediana
11.6,0.9926,0.053,180.0,0.3,5.25,6,Mediana
8.8,0.9994,0.043,168.0,0.28,14.6,6,Mediana
8.8,0.9994,0.043,168.0,0.28,14.6,6,Mediana
9.0,1.0002,0.055,197.0,0.18,17.3,6,Mediana
11.1,0.9934,0.047,154.0,0.17,1.6,6,Mediana
11.6,0.9926,0.053,180.0,0.3,5.25,6,Mediana
10.6,0.9941,0.043,178.0,0.26,2.4,6,Mediana
8.8,0.9994,0.043,168.0,0.28,14.6,6,Mediana
10.1,0.9924,0.038,84.0,0.18,1.5,6,Mediana
10.0,0.9948,0.043,159.0,0.15,1.8,5,Mediana
12.2,0.9935,0.034,98.0,0.4,7.7,7,Buena
11.0,0.9918,0.035,95.0,0.25,2.0,6,Mediana
10.0,0.9948,0.043,159.0,0.15,1.8,5,Mediana
11.1,0.9924,0.064,160.0,0.18,1.4,5,Mediana
10.4,0.9979,0.046,133.0,0.32,16.7,6,Mediana
10.8,0.994,0.028,84.0,0.19,8.0,6,Mediana
12.5,0.991,0.023,110.0,0.41,4.7,7,Buena
11.6,0.9922,0.049,136.0,0.2,2.1,7,Buena
10.4,0.9979,0.046,133.0,0.32,16.7,6,Mediana
11.5,0.9937,0.05,163.0,0.26,6.4,6,Mediana
10.1,0.9928,0.051,142.0,0.21,1.5,6,Mediana
9.2,0.9965,0.04,215.0,0.34,7.6,6,Mediana
10.1,0.9928,0.051,142.0,0.21,1.5,6,Mediana
8.9,0.9958,0.046,180.0,0.32,8.1,5,Mediana
9.2,0.9965,0.04,215.0,0.34,7.6,6,Mediana
10.7,0.9944,0.042,160.0,0.29,6.5,5,Mediana
10.8,0.9916,0.024,101.0,0.25,1.4,6,Mediana
9.8,0.9987,0.049,183.0,0.23,12.7,5,Mediana
11.0,0.9928,0.038,124.0,0.35,1.6,5,Mediana
10.4,0.9926,0.018,72.0,0.2,1.1,5,Mediana
10.7,0.9944,0.042,160.0,0.29,6.5,5,Mediana
9.0,0.9949,0.029,104.0,0.14,4.6,5,Mediana
10.6,0.9926,0.042,71.0,0.24,0.6,5,Mediana
9.5,0.997,0.032,212.0,0.3,10.6,6,Mediana
9.0,0.9949,0.029,104.0,0.14,4.6,5,Mediana
9.2,0.9948,0.028,104.0,0.13,4.8,6,Mediana
11.0,0.992,0.03,107.0,0.18,2.7,6,Mediana
10.6,0.9926,0.042,71.0,0.24,0.6,5,Mediana
9.3,0.9982,0.046,126.0,0.33,9.2,5,Mediana
9.6,0.9955,0.052,156.0,0.34,6.6,5,Mediana
9.5,0.9955,0.05,155.0,0.33,7.0,5,Mediana
9.7,0.9958,0.031,172.0,0.28,8.45,7,Buena
8.7,1.0001,0.042,146.0,0.21,18.15,5,Mediana
8.7,1.0001,0.042,146.0,0.21,18.15,5,Mediana
12.4,0.9918,0.026,101.0,0.485,4.1,5,Mediana
12.4,0.9918,0.026,101.0,0.485,4.1,5,Mediana
10.6,0.9931,0.029,155.0,0.29,4.6,6,Mediana
8.7,1.0001,0.042,146.0,0.21,18.15,5,Mediana
9.0,0.9966,0.044,227.0,0.29,8.3,5,Mediana
8.8,0.9932,0.04,169.0,0.46,1.4,5,Mediana
9.5,0.9969,0.04,223.0,0.28,11.5,5,Mediana
10.8,0.9925,0.036,96.0,0.23,1.8,6,Mediana
11.4,0.9914,0.047,132.0,0.17,1.6,5,Mediana
9.5,0.9952,0.042,180.0,0.22,4.9,6,Mediana
9.9,0.9934,0.05,127.0,0.27,1.8,5,Mediana
10.2,0.9939,0.051,142.0,0.28,4.3,5,Mediana
10.2,0.9939,0.051,146.0,0.29,4.4,5,Mediana
11.0,0.9906,0.029,104.0,0.32,1.4,6,Mediana
12.1,0.9901,0.03,126.0,0.33,1.6,7,Buena
9.1,0.9948,0.057,173.0,0.34,1.3,6,Mediana
9.5,0.995,0.04,140.0,0.19,5.2,6,Mediana
9.5,0.9953,0.043,164.0,0.23,5.6,5,Mediana
9.5,0.9952,0.042,180.0,0.22,4.9,6,Mediana
9.6,0.9948,0.039,124.0,0.36,1.6,5,Mediana
10.2,0.9951,0.055,198.0,0.22,2.1,6,Mediana
10.4,0.9962,0.044,117.0,0.45,7.1,4,Baja
9.6,0.9948,0.039,124.0,0.36,1.6,5,Mediana
10.7,0.9959,0.046,95.0,0.42,10.7,5,Mediana
10.5,0.9962,0.036,119.0,0.33,11.1,6,Mediana
9.6,0.9948,0.053,150.0,0.17,1.6,6,Mediana
9.6,0.9948,0.053,150.0,0.17,1.6,6,Mediana
9.5,0.994,0.05,101.0,0.17,1.5,5,Mediana
9.4,0.9942,0.049,153.0,0.17,1.5,6,Mediana
9.8,0.9942,0.046,130.0,0.15,1.6,6,Mediana
9.6,0.9948,0.053,150.0,0.17,1.6,6,Mediana
9.2,0.9964,0.044,172.0,0.25,8.0,5,Mediana
9.5,0.9958,0.045,176.0,0.24,7.7,5,Mediana
9.4,0.9986,0.052,136.0,0.22,15.1,5,Mediana
9.4,0.9986,0.052,136.0,0.22,15.1,5,Mediana
9.3,0.9988,0.048,146.0,0.28,8.9,5,Mediana
9.1,0.9953,0.05,129.0,0.32,6.0,5,Mediana
9.5,0.9983,0.046,145.0,0.24,12.3,5,Mediana
9.1,1.0,0.056,163.0,0.18,13.1,6,Mediana
9.5,0.9983,0.046,145.0,0.24,12.3,5,Mediana
12.4,0.9906,0.042,85.0,0.28,2.3,6,Mediana
8.7,0.9981,0.047,237.0,0.34,11.1,5,Mediana
8.8,0.9936,0.056,128.0,0.27,1.5,5,Mediana
9.1,0.9953,0.05,129.0,0.32,6.0,5,Mediana
9.0,1.0005,0.057,234.0,0.24,15.2,5,Mediana
10.3,0.9972,0.048,141.0,0.24,10.2,6,Mediana
9.1,1.0,0.056,163.0,0.18,13.1,6,Mediana
9.5,0.9969,0.038,186.0,0.23,10.7,6,Mediana
8.8,1.0001,0.05,138.0,0.22,17.1,5,Mediana
8.8,1.0001,0.05,138.0,0.22,17.1,5,Mediana
8.8,1.0001,0.05,138.0,0.22,17.1,5,Mediana
9.9,0.9934,0.05,93.0,0.33,1.9,5,Mediana
9.5,0.9969,0.038,186.0,0.23,10.7,6,Mediana
8.8,1.0001,0.05,138.0,0.22,17.1,5,Mediana
11.7,0.9902,0.034,68.0,0.2,1.2,4,Baja
10.8,0.993,0.04,117.0,0.26,1.2,5,Mediana
12.0,0.9914,0.041,126.0,0.2,3.1,6,Mediana
10.3,0.9941,0.033,122.0,0.16,1.5,4,Baja
12.2,0.9918,0.035,109.0,0.39,4.9,7,Buena
9.9,0.998,0.051,173.0,0.26,12.6,5,Mediana
12.2,0.9918,0.035,109.0,0.39,4.9,7,Buena
10.1,0.9957,0.048,163.0,0.28,12.15,5,Mediana
9.3,0.9986,0.056,174.0,0.43,12.0,5,Mediana
11.7,0.9918,0.036,115.0,0.28,1.4,5,Mediana
11.0,0.9923,0.04,144.0,0.35,1.9,5,Mediana
9.6,0.9998,0.056,158.0,0.22,16.9,6,Mediana
9.6,0.9998,0.056,158.0,0.22,16.9,6,Mediana
11.9,0.9914,0.03,162.0,0.24,2.1,6,Mediana
10.8,0.9939,0.041,118.0,0.26,7.0,6,Mediana
10.1,0.9966,0.054,224.0,0.16,7.1,5,Mediana
10.9,0.995,0.058,132.0,0.18,5.9,6,Mediana
10.1,0.9966,0.054,224.0,0.16,7.1,5,Mediana
10.4,0.994,0.06,102.0,0.24,8.7,5,Mediana
9.6,0.9998,0.056,117.0,0.28,15.3,5,Mediana
9.6,0.9998,0.056,117.0,0.28,15.3,5,Mediana
9.0,0.9982,0.047,179.0,0.26,13.2,5,Mediana
11.5,0.9924,0.037,89.0,0.14,2.7,7,Buena
10.2,0.9972,0.053,145.0,0.21,10.65,6,Mediana
9.9,0.997,0.054,165.0,0.2,10.0,6,Mediana
9.6,0.9954,0.056,105.0,0.115,6.8,6,Mediana
10.6,0.9962,0.04,142.0,0.29,15.6,5,Mediana
11.8,0.9921,0.038,99.0,0.24,5.1,6,Mediana
12.2,0.9905,0.035,102.0,0.24,3.0,6,Mediana
9.6,0.9998,0.056,117.0,0.28,15.3,5,Mediana
10.6,0.993,0.052,76.0,0.22,2.1,6,Mediana
10.3,0.9941,0.054,91.0,0.18,1.9,6,Mediana
10.7,0.9962,0.035,181.0,0.29,8.75,5,Mediana
11.7,0.992,0.038,76.0,0.28,3.6,4,Baja
12.0,0.9922,0.031,92.0,0.25,4.7,6,Mediana
10.6,0.994,0.048,105.0,0.18,1.3,6,Mediana
12.2,0.9897,0.031,61.0,0.24,1.8,4,Baja
11.0,0.9954,0.04,124.0,0.33,9.7,6,Mediana
12.4,0.99,0.03,79.0,0.37,4.0,7,Buena
12.0,0.9922,0.031,92.0,0.25,4.7,6,Mediana
11.6,0.998,0.028,130.0,0.22,18.8,5,Mediana
9.4,0.9944,0.069,162.0,0.35,1.8,5,Mediana
9.4,0.9944,0.069,162.0,0.35,1.8,5,Mediana
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.2,0.996,0.042,117.0,0.32,7.8,5,Mediana
9.1,0.9986,0.053,229.0,0.19,12.8,7,Buena
9.1,0.9986,0.053,212.0,0.19,12.8,7,Buena
9.2,0.996,0.042,117.0,0.32,7.8,5,Mediana
9.0,0.9951,0.06,126.0,0.34,5.4,7,Buena
10.8,0.993,0.047,106.0,0.24,1.3,6,Mediana
9.5,0.9982,0.053,146.0,0.36,10.1,6,Mediana
11.0,0.992,0.044,114.0,0.29,3.8,6,Mediana
10.0,0.9963,0.041,146.0,0.32,10.9,5,Mediana
9.5,0.995,0.04,141.0,0.3,6.6,5,Mediana
10.1,0.9956,0.041,109.0,0.33,9.8,6,Mediana
9.5,0.997,0.051,94.0,0.18,11.7,7,Buena
9.5,0.9935,0.056,137.0,0.25,1.4,5,Mediana
9.4,0.9963,0.052,90.0,0.18,9.6,6,Mediana
9.4,0.9967,0.048,125.0,0.18,12.2,6,Mediana
12.7,0.9912,0.044,110.0,0.27,2.6,6,Mediana
9.7,0.9966,0.058,153.0,0.28,4.9,6,Mediana
9.4,0.9967,0.048,125.0,0.18,12.2,6,Mediana
9.4,0.9963,0.052,90.0,0.18,9.6,6,Mediana
9.5,0.9935,0.056,137.0,0.25,1.4,5,Mediana
11.7,0.9902,0.037,71.0,0.22,1.1,6,Mediana
11.7,0.99,0.036,101.0,0.18,1.0,6,Mediana
9.7,0.996,0.051,187.0,0.26,8.2,5,Mediana
9.5,0.9966,0.049,231.0,0.25,11.3,6,Mediana
9.1,0.9962,0.069,157.0,0.24,7.3,5,Mediana
10.3,0.994,0.051,147.0,0.28,2.3,6,Mediana
9.7,0.996,0.051,187.0,0.26,8.2,5,Mediana
9.9,0.994,0.058,167.0,0.24,2.1,5,Mediana
9.9,0.9944,0.059,175.0,0.27,2.0,5,Mediana
10.2,0.9974,0.056,178.0,0.39,10.0,5,Mediana
11.3,0.9922,0.045,138.0,0.23,3.9,7,Buena
11.4,0.9917,0.031,128.0,0.26,2.0,5,Mediana
12.2,0.9918,0.039,125.0,0.32,1.5,6,Mediana
9.9,0.9936,0.058,150.0,0.24,1.6,7,Buena
12.2,0.9918,0.039,125.0,0.32,1.5,6,Mediana
10.4,0.9939,0.047,107.0,0.17,1.4,6,Mediana
11.4,0.9917,0.031,128.0,0.26,2.0,5,Mediana
9.9,0.9981,0.041,161.0,0.28,13.8,6,Mediana
10.0,0.9941,0.051,96.0,0.3,1.3,5,Mediana
11.5,0.9928,0.051,129.0,0.25,3.8,6,Mediana
10.5,0.9952,0.041,163.0,0.28,6.9,6,Mediana
12.5,0.9898,0.027,134.0,0.24,2.2,7,Buena
10.5,0.9914,0.045,120.0,0.22,1.6,6,Mediana
9.9,0.9981,0.041,161.0,0.28,13.8,6,Mediana
11.4,0.9957,0.051,157.0,0.45,10.8,7,Buena
9.8,0.998,0.056,169.0,0.23,12.8,6,Mediana
11.4,0.9957,0.051,157.0,0.45,10.8,7,Buena
9.2,0.9986,0.067,166.0,0.23,15.3,4,Baja
9.5,0.997,0.042,124.0,0.2,11.6,7,Buena
11.5,0.9947,0.034,150.0,0.25,9.2,6,Mediana
9.5,0.997,0.042,124.0,0.2,11.6,7,Buena
11.5,0.9947,0.034,150.0,0.25,9.2,6,Mediana
9.5,0.99416,0.054,89.0,0.2,2.8,6,Mediana
9.7,0.99516,0.049,164.0,0.39,1.6,5,Mediana
9.5,0.9974,0.048,147.0,0.44,8.5,6,Mediana
9.4,0.99579,0.04,184.0,0.28,7.8,5,Mediana
9.0,0.9983,0.06,162.0,0.34,14.9,4,Baja
9.5,0.9974,0.048,147.0,0.44,8.5,6,Mediana
9.1,0.99644,0.042,180.0,0.29,8.2,5,Mediana
9.4,0.99579,0.04,184.0,0.28,7.8,5,Mediana
10.4,0.99758,0.047,171.0,0.23,11.2,5,Mediana
8.9,0.9977,0.043,228.0,0.36,11.6,5,Mediana
10.6,0.99397,0.031,141.0,0.31,7.1,7,Buena
9.0,0.9983,0.06,162.0,0.34,14.9,4,Baja
10.6,0.99243,0.047,100.0,0.2,1.7,6,Mediana
9.0,0.9962,0.048,186.0,0.27,7.7,5,Mediana
10.5,0.99384,0.042,101.0,0.18,1.4,7,Buena
9.5,0.99582,0.046,174.0,0.29,7.7,5,Mediana
9.0,0.9962,0.048,186.0,0.27,7.7,5,Mediana
10.4,0.9924,0.049,172.0,0.26,3.4,6,Mediana
10.0,0.99466,0.046,133.0,0.21,1.6,6,Mediana
10.4,0.99212,0.039,128.0,0.14,1.4,5,Mediana
9.3,0.99748,0.049,205.0,0.48,10.4,5,Mediana
9.3,0.99748,0.049,205.0,0.48,10.4,5,Mediana
9.0,0.99475,0.061,134.0,0.36,4.1,6,Mediana
11.5,0.99189,0.032,61.0,0.25,2.8,6,Mediana
9.0,0.99827,0.056,159.0,0.3,15.7,5,Mediana
9.0,0.99827,0.056,159.0,0.3,15.7,5,Mediana
8.5,0.99642,0.034,152.0,0.2,5.9,6,Mediana
9.3,1.00047,0.055,169.0,0.19,17.3,6,Mediana
10.5,0.99382,0.051,107.0,0.19,1.4,7,Buena
9.9,0.99784,0.06,156.0,0.25,13.5,6,Mediana
10.4,0.99486,0.035,108.0,0.25,8.5,6,Mediana
10.1,0.99537,0.053,94.0,0.46,6.2,5,Mediana
10.5,0.99382,0.051,107.0,0.19,1.4,7,Buena
9.2,0.99838,0.067,178.0,0.29,14.95,4,Baja
9.4,0.99566,0.043,200.0,0.31,7.7,6,Mediana
10.6,0.99268,0.033,91.0,0.14,1.3,6,Mediana
9.4,0.99566,0.043,200.0,0.31,7.7,6,Mediana
9.5,0.99907,0.049,210.0,0.33,15.6,5,Mediana
9.5,0.99907,0.049,210.0,0.33,15.6,5,Mediana
9.5,0.99907,0.049,210.0,0.33,15.6,5,Mediana
9.5,0.99907,0.049,210.0,0.33,15.6,5,Mediana
9.5,0.99907,0.049,210.0,0.33,15.6,5,Mediana
12.6,0.99148,0.037,97.0,0.4,6.5,7,Buena
10.5,0.99383,0.047,106.0,0.18,1.4,7,Buena
10.8,0.99365,0.047,150.0,0.17,2.7,6,Mediana
9.9,0.99272,0.054,208.0,0.32,1.2,6,Mediana
12.6,0.99148,0.037,97.0,0.4,6.5,7,Buena
12.2,0.99235,0.031,115.0,0.32,6.4,7,Buena
10.0,0.99508,0.041,150.0,0.42,6.9,6,Mediana
10.6,0.9946,0.04,168.0,0.28,7.2,7,Buena
9.5,0.99674,0.042,202.0,0.29,10.6,6,Mediana
12.2,0.99235,0.031,115.0,0.32,6.4,7,Buena
12.6,0.99084,0.043,125.0,0.3,2.3,7,Buena
9.4,0.99856,0.058,125.0,0.22,12.05,5,Mediana
9.0,0.99591,0.055,194.0,0.26,7.0,5,Mediana
9.1,0.9975,0.051,126.0,0.44,11.8,5,Mediana
9.4,0.9944,0.06,168.0,0.42,1.4,6,Mediana
12.2,0.99173,0.04,143.0,0.36,5.0,7,Buena
10.0,0.99378,0.049,134.0,0.295,2.2,5,Mediana
9.2,0.99805,0.053,159.0,0.21,14.6,5,Mediana
9.8,0.99232,0.035,126.0,0.28,1.3,6,Mediana
9.2,0.99805,0.053,159.0,0.21,14.6,5,Mediana
12.0,0.99078,0.036,132.0,0.22,2.8,7,Buena
12.6,0.99061,0.029,80.0,0.32,3.3,7,Buena
12.2,0.99182,0.032,127.0,0.19,6.3,6,Mediana
11.0,0.9966,0.061,144.0,0.42,8.1,6,Mediana
12.0,0.9912,0.038,116.0,0.2,1.6,7,Buena
11.8,0.99379,0.037,130.0,0.2,8.1,6,Mediana
11.1,0.99335,0.041,148.0,0.2,1.8,6,Mediana
9.4,0.99595,0.045,190.0,0.3,7.2,5,Mediana
9.7,0.99297,0.049,119.0,0.35,1.1,6,Mediana
9.7,0.99687,0.038,111.0,0.35,11.95,5,Mediana
9.7,0.99297,0.049,119.0,0.35,1.1,6,Mediana
9.7,0.99687,0.038,111.0,0.35,11.95,5,Mediana
9.8,0.99445,0.054,175.0,0.3,2.2,5,Mediana
9.3,0.9986,0.05,209.0,0.38,12.7,6,Mediana
10.5,0.99154,0.032,161.0,0.3,1.4,5,Mediana
9.3,0.9981,0.049,209.0,0.4,10.6,6,Mediana
10.3,0.99716,0.048,118.0,0.27,10.2,5,Mediana
9.0,0.9972,0.067,180.0,0.28,9.8,4,Baja
9.7,0.99756,0.051,167.0,0.34,8.4,5,Mediana
9.5,0.99509,0.041,90.0,0.23,7.2,6,Mediana
10.3,0.99572,0.06,156.0,0.29,4.8,6,Mediana
9.7,0.99756,0.051,167.0,0.34,8.4,5,Mediana
10.5,0.99254,0.032,149.0,0.17,1.4,5,Mediana
9.5,0.99509,0.041,90.0,0.23,7.2,6,Mediana
10.0,0.99676,0.043,211.0,0.24,11.0,6,Mediana
10.9,0.99194,0.031,98.0,0.23,2.6,6,Mediana
10.0,0.99942,0.048,212.0,0.31,13.3,5,Mediana
9.6,0.99708,0.04,202.0,0.25,11.4,6,Mediana
8.7,0.99353,0.06,126.0,0.28,1.3,6,Mediana
10.7,0.99256,0.044,89.0,0.18,1.4,7,Buena
11.1,0.99199,0.046,66.0,0.21,1.4,6,Mediana
12.5,0.9918,0.024,130.0,0.48,7.0,7,Buena
10.4,0.99354,0.051,130.0,0.34,2.0,6,Mediana
9.4,0.99831,0.04,221.0,0.32,12.9,5,Mediana
10.1,0.99724,0.05,121.0,0.25,10.1,6,Mediana
9.7,0.99524,0.05,102.0,0.25,3.75,5,Mediana
10.5,0.9927,0.035,144.0,0.18,1.7,6,Mediana
